user.id,image,emotion,
jhamski,HrithikRoshan_150.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_151.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_152.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_153.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_154.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_155.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_156.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_157.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_158.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_159.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_160.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_161.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_162.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_163.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_165.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_166.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_167.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_168.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_169.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_17.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_170.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_173.jpg,SADNESS,RIGHT
jhamski,HrithikRoshan_174.jpg,SADNESS,DOWN
jhamski,HrithikRoshan_175.jpg,SADNESS,DOWN
jhamski,HrithikRoshan_176.jpg,SADNESS,DOWN
jhamski,HrithikRoshan_177.jpg,SADNESS,FRONTAL
jhamski,HrithikRoshan_179.jpg,SADNESS,FRONTAL
jhamski,HrithikRoshan_18.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_180.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_181.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_182.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_183.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_184.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_185.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_187.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_188.jpg,SURPRISE,LEFT
jhamski,HrithikRoshan_189.jpg,SURPRISE,RIGHT
jhamski,HrithikRoshan_19.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_190.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_191.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_192.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_193.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_194.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_195.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_196.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_197.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_199.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_2.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_20.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_200.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_201.jpg,SURPRISE,FRONTAL
jhamski,HrithikRoshan_202.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_203.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_204.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_205.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_206.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_209.jpg,HAPPINESS,DOWN
jhamski,HrithikRoshan_21.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_210.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_212.jpg,SADNESS,FRONTAL
jhamski,HrithikRoshan_213.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_214.jpg,NEUTRAL,DOWN
jhamski,HrithikRoshan_216.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_217.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_219.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_22.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_220.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_221.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_222.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_23.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_24.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_25.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_26.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_27.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_3.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_30.jpg,SADNESS,FRONTAL
jhamski,HrithikRoshan_31.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_32.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_34.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_35.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_37.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_38.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_39.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_4.jpg,HAPPINESS,DOWN
jhamski,HrithikRoshan_41.jpg,HAPPINESS,DOWN
jhamski,HrithikRoshan_42.jpg,HAPPINESS,DOWN
jhamski,HrithikRoshan_43.jpg,HAPPINESS,DOWN
jhamski,HrithikRoshan_44.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_45.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_46.jpg,SADNESS,FRONTAL
jhamski,HrithikRoshan_47.jpg,SADNESS,LEFT
jhamski,HrithikRoshan_48.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_49.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_5.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_50.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_51.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_52.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_53.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_55.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_57.jpg,SADNESS,RIGHT
jhamski,HrithikRoshan_59.jpg,SADNESS,RIGHT
jhamski,HrithikRoshan_6.jpg,SADNESS,RIGHT
jhamski,HrithikRoshan_60.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_61.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_62.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_63.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_64.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_65.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_66.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_67.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_68.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_69.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_7.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_70.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_71.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_72.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_73.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_74.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_75.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_76.jpg,HAPPINESS,FRONTAL
jhamski,HrithikRoshan_77.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_79.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_8.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_80.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_81.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_82.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_83.jpg,HAPPINESS,LEFT
jhamski,HrithikRoshan_84.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_85.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_86.jpg,HAPPINESS,RIGHT
jhamski,HrithikRoshan_87.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_88.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_89.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_9.jpg,NEUTRAL,DOWN
jhamski,HrithikRoshan_90.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_91.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_92.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_93.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_94.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_96.jpg,NEUTRAL,RIGHT
jhamski,HrithikRoshan_97.jpg,NEUTRAL,LEFT
jhamski,HrithikRoshan_98.jpg,NEUTRAL,FRONTAL
jhamski,HrithikRoshan_99.jpg,NEUTRAL,LEFT
